chromosome,gene_id,gene_name,start_bp,end_bp,strand,essential_status,feature_type,source_file,source_sheet
chrXVI,S000006168,YPL247C,82625,84196,-,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXVI,S000006188,ACM1,38169,38798,+,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXVI,S000006169,GAL4,79711,82356,-,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXVI,S000006170,GYP5,76669,79353,-,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXVI,S000006171,ATG41,74309,74719,-,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXVI,S000006172,YPL251W,73625,73927,+,Essential,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXVI,S000006173,YAH1,73363,73881,-,Essential,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrI,S000006792,YARCTy1-1,160238,166162,-,Unknown,LTR retrotransposon,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXVI,S000006174,VIK1,71063,73006,-,Ambiguous,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXVI,S000006175,HFI1,69485,70951,+,Ambiguous,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXVI,S000006176,BBP1,67725,68882,+,Essential,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXVI,S000006177,CLN2,64977,66614,-,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXVI,S000006178,YPL257W,63279,63860,+,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXVI,S000006184,KEL3,44551,46506,-,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXVI,S000006179,THI21,53498,55153,-,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrII,S000007229,YBL107W-A,9268,9372,+,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrIII,S000007230,YCR018C-A,151608,151862,-,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXVI,S000006180,APM1,51244,52671,-,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXVI,S000006182,YPL261C,48996,49304,-,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXVI,S000006183,FUM1,47336,48802,+,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXVI,S000006185,YPL264C,43283,44344,-,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXVI,S000006186,DIP5,41043,42869,+,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXVI,S000006187,DIM1,39121,40077,+,Essential,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrIII,S000007231,YCR102W-A,306735,306932,+,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXVI,S000006189,PLC1,35236,37845,+,Ambiguous,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXVI,S000006190,KAR9,33013,34947,+,Ambiguous,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXVI,S000006197,YPL276W,17948,18385,+,Unknown,pseudogene,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXVI,S000006191,MDL2,30482,32803,+,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXVI,S000006192,ATP15,30079,30267,+,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXVI,S000006193,PBI1,26611,28164,-,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXVI,S000006194,SAM4,25087,26064,+,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXVI,S000006195,SAM3,22938,24701,+,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXVI,S000006196,FDH2,18369,19079,+,Unknown,pseudogene,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXVI,S000006198,YPL277C,15405,16868,-,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXVI,S000006199,YPL278C,15053,15355,-,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXVI,S000006200,FEX2,13228,14355,-,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXVI,S000006201,HSP32,11887,12600,+,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrIV,S000007232,STF1,229171,229431,+,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXVI,S000006202,ERR2,9557,10870,-,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXVI,S000006203,PAU22,7933,8427,-,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXVI,S000006204,YRF1-7,280,6007,-,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXVI,S000006204,S000006204,5841,5988,-,Unknown,intron,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXVI,S000006205,CIT3,556377,557837,+,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXVI,S000006206,PDH1,558385,559935,+,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXVI,S000006207,YPR003C,561504,563768,-,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrIV,S000007233,YDR034C-A,520516,520692,-,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXVI,S000006208,AIM45,564007,565041,-,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXVI,S000006209,HAL1,565787,566671,-,Ambiguous,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXVI,S000006210,ICL2,567269,568996,-,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXVI,S000006211,REC8,569336,571378,-,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXVI,S000006212,HAA1,573018,575102,+,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXVI,S000006213,SUT2,576552,577358,+,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXVI,S000006214,RPA135,577585,581196,-,Essential,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrVII,S000006750,YNCG0046W,1004216,1004287,+,Unknown,tRNA gene,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrVII,S000006750,S000006750,1004216,1004287,+,Unknown,noncoding_exon,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXVI,S000006216,YPR012W,584309,584563,+,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXVI,S000006217,CMR3,584632,585585,-,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXVI,S000006218,YPR014C,587189,587518,-,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrI,S000006793,YARWdelta6,183142,183474,+,Unknown,long terminal repeat,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrI,S000006794,YARWdelta7,189426,189757,+,Unknown,long terminal repeat,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrI,S000006795,YARWsigma1,182620,182959,+,Unknown,long terminal repeat,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrII,S000006796,YBLCdelta7,197016,197320,-,Unknown,long terminal repeat,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrII,S000006797,YBLWsigma1,197714,198054,+,Unknown,long terminal repeat,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrII,S000006798,YBLWdelta1,8848,9092,+,Unknown,long terminal repeat,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrIV,S000007344,YDR034C-C,518040,519356,-,Unknown,transposable element gene,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrIV,S000007345,YDR034C-D,514043,519356,-,Unknown,transposable element gene,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrIV,S000007345,S000007345,518063,518063,-,Unknown,plus_1_translational_frameshift,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrVII,S000007346,YGR109W-A,707610,708482,+,Unknown,transposable element gene,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrVII,S000007347,YGR109W-B,707610,712254,+,Unknown,transposable element gene,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrVII,S000007347,S000007347,708460,708460,+,Unknown,plus_1_translational_frameshift,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrX,S000007348,TIM8,676971,677234,+,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXV,S000007349,YOL103W-A,118000,119322,+,Unknown,transposable element gene,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXV,S000007350,YOL103W-B,118000,123268,+,Unknown,transposable element gene,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXV,S000007350,S000007350,119305,119305,+,Unknown,plus_1_translational_frameshift,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXV,S000007351,YOR142W-A,595112,596434,+,Unknown,transposable element gene,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXV,S000007352,YOR142W-B,595112,600380,+,Unknown,transposable element gene,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXV,S000007352,S000007352,596417,596417,+,Unknown,plus_1_translational_frameshift,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrV,S000028747,YER046W-A,243700,244029,+,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXV,S000007353,YOR192C-A,708416,709732,-,Unknown,transposable element gene,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXV,S000007354,YOR192C-B,704419,709732,-,Unknown,transposable element gene,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXV,S000007354,S000007354,708439,708439,-,Unknown,plus_1_translational_frameshift,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXV,S000007355,YOR343W-A,970578,971894,+,Unknown,transposable element gene,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXV,S000007356,YOR343W-B,970578,975891,+,Unknown,transposable element gene,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXV,S000007356,S000007356,971872,971872,+,Unknown,plus_1_translational_frameshift,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXVI,S000007357,YPL257W-A,56748,58070,+,Unknown,transposable element gene,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXV,S000005721,SLK19,712866,715331,+,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXV,S000005722,LIP5,715593,716837,-,Ambiguous,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXV,S000005723,MCA1,717086,718384,+,Ambiguous,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXV,S000005724,BFR1,718653,720065,-,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXV,S000005725,YOR199W,720181,720510,+,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXV,S000005726,YOR200W,720417,720815,+,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXV,S000005727,MRM1,720470,721708,-,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXV,S000005728,HIS3,721946,722608,+,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXV,S000005729,YOR203W,722565,722918,+,Essential,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrV,S000028748,YER067C-A,292240,292563,-,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXV,S000005730,DED1,722911,724725,+,Essential,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXV,S000005731,GEP3,725564,727234,-,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXV,S000005732,NOC2,727512,729644,+,Essential,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXV,S000005733,RET1,730008,733457,-,Essential,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXV,S000005734,PTP2,733925,736177,+,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXV,S000005773,SRL1,797676,798308,+,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXV,S000005735,NPT1,736437,737726,-,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXV,S000005736,RPB10,738320,738532,+,Essential,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXV,S000005737,MGM1,738924,741569,-,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXV,S000005738,STE4,742910,744181,+,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXV,S000005739,SAS5,744535,745281,-,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXV,S000005740,SPR2,745593,746303,-,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXV,S000005741,AIM41,746725,747282,-,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXV,S000005742,RUD3,747525,748979,-,Ambiguous,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXV,S000005743,RFC1,749301,751886,+,Essential,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXV,S000005744,YOR218C,751476,751895,-,Essential,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXV,S000005745,STE13,752214,755009,-,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXV,S000005746,RCN2,755328,756125,+,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXV,S000005747,MCT1,756476,757558,-,Ambiguous,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrVII,S000118460,ARS720,508729,508977,+,Unknown,ARS,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrVII,S000118460,S000118460,508893,508909,+,Unknown,ARS_consensus_sequence,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXV,S000005748,ODC2,758330,759253,+,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXV,S000005749,DSC3,759782,760660,+,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXV,S000005750,RPB8,760825,761265,-,Essential,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXV,S000005751,YOR225W,761392,761721,+,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXV,S000005752,ISU2,761614,762084,-,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXV,S000005753,HER1,762825,766565,+,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXV,S000005754,MCP1,766869,767777,-,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXV,S000005774,YOR248W,798013,798315,+,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXV,S000005755,WTM2,768409,769812,+,Ambiguous,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXV,S000005756,WTM1,770800,772113,+,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXV,S000005757,MKK1,772601,774127,+,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXV,S000005758,MGE1,774573,775259,+,Essential,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXV,S000005759,KIN4,775846,778248,+,Ambiguous,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXIV,S000028702,YNL144W-A,353061,353144,+,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrII,S000087087,YBR056C-B,351293,351451,-,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXV,S000005760,RPL33B,778555,779405,-,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXV,S000005760,S000005760,778860,779386,-,Unknown,intron,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXV,S000005761,IRC13,779870,780184,+,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXV,S000005762,DFR1,780906,781541,+,Ambiguous,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXV,S000005763,HES1,781994,783298,+,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXV,S000005764,YOR238W,783677,784588,+,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXV,S000005765,ABP140,784857,786744,+,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXV,S000005765,S000005765,785688,785688,+,Unknown,plus_1_translational_frameshift,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXV,S000005772,ENV9,795801,796793,-,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrI,S000028732,YAL037C-A,73426,73518,-,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXV,S000005767,MET7,786995,788641,+,Ambiguous,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXV,S000005768,SSP2,788742,789857,-,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXV,S000005769,PUS7,790211,792241,-,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXV,S000005770,ESA1,792531,793868,+,Essential,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXV,S000005771,DGA1,794076,795332,-,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrVII,S000087160,YGL194C-A,139719,139961,-,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXV,S000005775,APC5,798674,800731,-,Essential,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXV,S000005776,CLP1,800970,802307,-,Essential,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXV,S000005777,TUM1,802550,803464,-,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXV,S000005778,TMA16,803667,804203,+,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXV,S000005779,NAT5,804377,804907,+,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXV,S000005780,SEC63,805032,807023,-,Essential,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXV,S000005781,OSW1,807271,808107,+,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXV,S000005782,TRE2,808254,810683,-,Ambiguous,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXV,S000005783,CDC31,811008,811493,+,Essential,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXV,S000005784,HNT3,811671,812324,+,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXV,S000005785,RPT4,812395,813708,-,Essential,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXV,S000005786,GCD1,813984,815720,+,Essential,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXV,S000005787,RPN8,815915,816931,-,Essential,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXIV,S000028701,YNL103W-A,426719,426808,+,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXVI,S000006219,YPR015C,590283,591026,-,Ambiguous,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrIX,S000028796,YIL142C-A,83208,83540,-,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXVI,S000006220,TIF6,592332,593069,-,Essential,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXVI,S000006221,DSS4,593486,593917,-,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXVI,S000006222,RLF2,594476,596296,+,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXVI,S000006223,MCM4,596750,599551,+,Ambiguous,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXVI,S000006224,ATP20,599870,600217,+,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXVI,S000006225,AGC1,600649,603357,-,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXVI,S000006226,SDD4,603911,607312,-,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXVI,S000006227,EAF3,608826,610031,-,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXVI,S000006228,YME1,610481,612724,+,Ambiguous,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXVI,S000006229,CCL1,613377,614558,-,Essential,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXVI,S000006230,ATH1,615379,619014,+,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXVI,S000006231,YPR027C,620425,621258,-,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXVI,S000006232,YOP1,623527,624202,+,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXVI,S000006232,S000006232,623578,623710,+,Unknown,intron,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXVI,S000006233,APL4,624469,626967,-,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXVI,S000006234,CSR2,627880,631245,+,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXVI,S000006235,NTO1,631515,633761,+,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXVI,S000006236,SRO7,634123,637224,+,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXVI,S000006237,HTS1,637379,639019,-,Essential,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXVI,S000006238,ARP7,639525,640958,+,Ambiguous,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXVI,S000006239,GLN1,642208,643320,+,Essential,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXVI,S000006240,VMA13,643836,645272,+,Ambiguous,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXVI,S000006241,ERV2,646448,647038,-,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXVI,S000006242,IRC16,646836,647195,+,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXVI,S000006244,TIP41,647305,648375,+,Ambiguous,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXVI,S000006245,TIF5,648704,649921,+,Essential,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXVI,S000006246,PUF2,650435,653662,-,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXVI,S000006247,RPL43A,654166,654847,+,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXVI,S000006247,S000006247,654168,654570,+,Unknown,intron,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXVI,S000006248,OPI11,654524,654877,-,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXVI,S000006249,THP3,655140,656552,-,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrVII,S000118461,ARS721,568490,568737,+,Unknown,ARS,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrVII,S000118461,S000118461,568646,568660,+,Unknown,ARS_consensus_sequence,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXVI,S000006264,ARO7,674861,675631,-,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXVI,S000006251,MSF1,657529,658938,+,Ambiguous,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXVI,S000006252,TAH18,659182,661053,+,Essential,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXVI,S000006253,ATG11,661137,664673,-,Ambiguous,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXVI,S000006254,YPR050C,664953,665366,-,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXVI,S000006255,MAK3,664960,665490,+,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXVI,S000006256,NHP6A,665693,665974,-,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrVII,S000118462,ARS722,574622,574915,+,Unknown,ARS,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrVII,S000118462,S000118462,574701,574717,+,Unknown,ARS_consensus_sequence,./data\raw\sgd\SGD_features.tab,SGD_features.tab
